crash_id,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,vehicle_id
20241146,No,No,No,20241146_No_No_No
20242009,No,No,No,20242009_No_No_No
20241217,No,No,No,20241217_No_No_No
20242030,No,No,No,20242030_No_No_No
20243025,No,Yes,No,20243025_No_Yes_No
20242168,No,No,No,20242168_No_No_No
20246021,No,No,No,20246021_No_No_No
20241238,No,No,No,20241238_No_No_No
20241158,Yes,No,No,20241158_Yes_No_No
20243228,Yes,No,No,20243228_Yes_No_No
20242210,No,No,No,20242210_No_No_No
20242253,No,No,No,20242253_No_No_No
20242256,No,No,No,20242256_No_No_No
20241289,No,No,No,20241289_No_No_No
20243045,No,No,Yes,20243045_No_No_Yes
20242028,No,No,No,20242028_No_No_No
20243054,No,No,No,20243054_No_No_No
20241187,No,No,No,20241187_No_No_No
20246007,No,No,No,20246007_No_No_No
20241126,No,Yes,No,20241126_No_Yes_No
20244049,No,No,No,20244049_No_No_No
20242021,No,No,No,20242021_No_No_No
20242045,No,No,No,20242045_No_No_No
20243101,No,No,No,20243101_No_No_No
20242206,No,No,No,20242206_No_No_No
20242117,No,No,No,20242117_No_No_No
20241226,No,No,Yes,20241226_No_No_Yes
20242079,No,No,No,20242079_No_No_No
20241156,No,No,Yes,20241156_No_No_Yes
20243093,No,No,No,20243093_No_No_No
20243125,No,No,No,20243125_No_No_No
20243134,No,No,No,20243134_No_No_No
20242239,No,No,No,20242239_No_No_No
20241232,No,No,No,20241232_No_No_No
20241061,No,No,No,20241061_No_No_No
20244056,No,No,No,20244056_No_No_No
20242039,No,No,No,20242039_No_No_No
20241182,No,No,No,20241182_No_No_No
20241044,No,No,No,20241044_No_No_No
20242131,No,No,No,20242131_No_No_No
20244031,No,No,No,20244031_No_No_No
20242059,No,No,No,20242059_No_No_No
20242033,No,No,No,20242033_No_No_No
20241207,No,No,No,20241207_No_No_No
20243033,No,No,No,20243033_No_No_No
20242159,No,No,No,20242159_No_No_No
20243177,No,No,No,20243177_No_No_No
20243241,No,No,No,20243241_No_No_No
20243132,No,No,No,20243132_No_No_No
20243159,No,No,No,20243159_No_No_No
20242072,No,No,No,20242072_No_No_No
20243028,No,No,No,20243028_No_No_No
20243105,No,No,No,20243105_No_No_No
20242258,No,No,Yes,20242258_No_No_Yes
20241007,No,No,No,20241007_No_No_No
20241227,No,No,No,20241227_No_No_No
20243130,No,No,No,20243130_No_No_No
20242065,No,Yes,No,20242065_No_Yes_No
20243259,No,No,No,20243259_No_No_No
20244052,No,No,No,20244052_No_No_No
20242247,No,No,No,20242247_No_No_No
20241093,No,No,No,20241093_No_No_No
20241276,No,No,No,20241276_No_No_No
20242208,No,No,No,20242208_No_No_No
20241157,No,No,No,20241157_No_No_No
20244065,No,No,No,20244065_No_No_No
20242054,No,No,Yes,20242054_No_No_Yes
20242221,No,Yes,No,20242221_No_Yes_No
20242197,No,No,No,20242197_No_No_No
20241075,No,No,Yes,20241075_No_No_Yes
20241279,No,No,No,20241279_No_No_No
20243095,No,No,No,20243095_No_No_No
20243272,No,No,No,20243272_No_No_No
20243027,No,No,No,20243027_No_No_No
20248001,No,No,No,20248001_No_No_No
20242228,No,No,No,20242228_No_No_No
20242105,No,No,No,20242105_No_No_No
20241069,No,No,No,20241069_No_No_No
20244074,No,No,No,20244074_No_No_No
20244008,No,No,No,20244008_No_No_No
20243100,No,No,No,20243100_No_No_No
20241122,No,No,No,20241122_No_No_No
20244064,No,No,No,20244064_No_No_No
20243138,No,No,No,20243138_No_No_No
20241141,No,No,No,20241141_No_No_No
20241244,No,Yes,No,20241244_No_Yes_No
20242236,No,No,No,20242236_No_No_No
20242195,No,No,No,20242195_No_No_No
20242010,No,No,No,20242010_No_No_No
20242205,No,No,No,20242205_No_No_No
20244002,No,No,No,20244002_No_No_No
20242041,No,No,No,20242041_No_No_No
20242084,No,No,No,20242084_No_No_No
20243230,No,No,Yes,20243230_No_No_Yes
20241114,No,No,No,20241114_No_No_No
20243068,No,No,No,20243068_No_No_No
20243099,No,No,No,20243099_No_No_No
20242145,No,No,No,20242145_No_No_No
20243062,No,Yes,No,20243062_No_Yes_No
20244048,No,No,No,20244048_No_No_No
20241112,No,No,No,20241112_No_No_No
20243047,No,No,No,20243047_No_No_No
20242198,No,No,No,20242198_No_No_No
20243202,No,No,No,20243202_No_No_No
20244029,No,No,No,20244029_No_No_No
20241185,No,No,No,20241185_No_No_No
20242153,No,No,No,20242153_No_No_No
20243257,No,No,No,20243257_No_No_No
20243149,No,No,No,20243149_No_No_No
20242202,No,No,No,20242202_No_No_No
20243245,No,No,No,20243245_No_No_No
20244004,No,No,No,20244004_No_No_No
20241123,No,No,No,20241123_No_No_No
20242222,No,No,No,20242222_No_No_No
20242248,No,No,No,20242248_No_No_No
20241213,No,No,No,20241213_No_No_No
20242220,No,No,No,20242220_No_No_No
20242047,No,No,No,20242047_No_No_No
20243270,No,No,No,20243270_No_No_No
20241121,No,No,Yes,20241121_No_No_Yes
20243016,No,No,Yes,20243016_No_No_Yes
20241038,No,No,No,20241038_No_No_No
20243200,No,No,No,20243200_No_No_No
20243039,No,No,No,20243039_No_No_No
20242246,No,No,No,20242246_No_No_No
20242063,No,No,No,20242063_No_No_No
20243180,No,No,No,20243180_No_No_No
20241297,No,No,No,20241297_No_No_No
20243059,No,No,No,20243059_No_No_No
20242242,No,No,No,20242242_No_No_No
20242091,No,No,No,20242091_No_No_No
20243077,No,No,No,20243077_No_No_No
20244038,No,No,No,20244038_No_No_No
20243136,No,No,No,20243136_No_No_No
20243211,No,No,No,20243211_No_No_No
20241270,No,No,No,20241270_No_No_No
20241225,No,No,Yes,20241225_No_No_Yes
20241084,No,No,Yes,20241084_No_No_Yes
20243050,No,No,No,20243050_No_No_No
20243216,No,No,No,20243216_No_No_No
20242190,No,Yes,No,20242190_No_Yes_No
20243115,No,No,No,20243115_No_No_No
20242116,No,No,No,20242116_No_No_No
20241129,No,Yes,Yes,20241129_No_Yes_Yes
20244076,No,No,No,20244076_No_No_No
20243141,No,No,No,20243141_No_No_No
20241095,No,No,No,20241095_No_No_No
20242082,No,No,No,20242082_No_No_No
20241090,No,No,No,20241090_No_No_No
20241113,No,No,No,20241113_No_No_No
20243258,No,No,No,20243258_No_No_No
20244053,No,No,No,20244053_No_No_No
20241064,No,No,Yes,20241064_No_No_Yes
20243175,No,No,No,20243175_No_No_No
20243183,No,No,No,20243183_No_No_No
20241049,No,No,No,20241049_No_No_No
20241242,No,Yes,No,20241242_No_Yes_No
20241144,No,No,No,20241144_No_No_No
20243262,No,No,No,20243262_No_No_No
20241001,No,No,Yes,20241001_No_No_Yes
20242231,No,No,No,20242231_No_No_No
20241018,No,No,No,20241018_No_No_No
20241105,No,No,No,20241105_No_No_No
20241282,No,No,No,20241282_No_No_No
20243204,No,No,No,20243204_No_No_No
20243224,No,No,No,20243224_No_No_No
20243179,No,No,No,20243179_No_No_No
20241192,No,No,No,20241192_No_No_No
20241026,No,No,No,20241026_No_No_No
20241067,No,No,No,20241067_No_No_No
20242001,No,No,No,20242001_No_No_No
20243013,No,No,No,20243013_No_No_No
20241191,No,No,Yes,20241191_No_No_Yes
20242031,No,No,No,20242031_No_No_No
20241117,No,No,No,20241117_No_No_No
20246020,No,No,No,20246020_No_No_No
20241012,No,No,No,20241012_No_No_No
20242263,No,No,No,20242263_No_No_No
20242038,No,No,No,20242038_No_No_No
20246005,No,No,No,20246005_No_No_No
20244030,No,No,No,20244030_No_No_No
20242061,No,No,No,20242061_No_No_No
20244036,No,No,No,20244036_No_No_No
20242134,No,No,No,20242134_No_No_No
20243060,No,No,No,20243060_No_No_No
20242002,No,No,No,20242002_No_No_No
20243057,No,No,No,20243057_No_No_No
20243166,No,No,No,20243166_No_No_No
20242203,No,No,No,20242203_No_No_No
20243196,No,No,No,20243196_No_No_No
20241214,No,Yes,No,20241214_No_Yes_No
20242083,No,No,No,20242083_No_No_No
20241272,No,Yes,No,20241272_No_Yes_No
20241104,No,No,No,20241104_No_No_No
20243182,No,No,No,20243182_No_No_No
20242180,No,Yes,No,20242180_No_Yes_No
20242126,No,No,No,20242126_No_No_No
20241023,No,No,No,20241023_No_No_No
20243065,No,No,No,20243065_No_No_No
20243083,No,No,No,20243083_No_No_No
20244070,No,No,No,20244070_No_No_No
20243048,No,No,No,20243048_No_No_No
20241280,No,No,Yes,20241280_No_No_Yes
20242118,No,No,No,20242118_No_No_No
20241193,No,No,Yes,20241193_No_No_Yes
20242150,No,No,No,20242150_No_No_No
20241239,No,No,No,20241239_No_No_No
20242111,No,No,No,20242111_No_No_No
20243255,No,No,No,20243255_No_No_No
20241033,No,No,No,20241033_No_No_No
20241288,No,No,No,20241288_No_No_No
20243012,No,No,No,20243012_No_No_No
20241164,No,No,No,20241164_No_No_No
20243250,No,No,No,20243250_No_No_No
20242076,No,No,No,20242076_No_No_No
20241099,No,No,No,20241099_No_No_No
20243052,No,No,No,20243052_No_No_No
20241015,No,No,No,20241015_No_No_No
20243219,No,No,Yes,20243219_No_No_Yes
20241184,No,No,No,20241184_No_No_No
20241284,No,No,No,20241284_No_No_No
20242218,No,No,No,20242218_No_No_No
20241008,No,No,No,20241008_No_No_No
20244075,No,No,No,20244075_No_No_No
20242147,No,No,No,20242147_No_No_No
20248010,No,No,No,20248010_No_No_No
20234108,No,No,No,20234108_No_No_No
20234099,No,No,No,20234099_No_No_No
20233145,No,No,Yes,20233145_No_No_Yes
20236026,No,No,No,20236026_No_No_No
20233259,No,No,No,20233259_No_No_No
20236028,No,No,No,20236028_No_No_No
20231088,No,No,No,20231088_No_No_No
20231189,No,No,Yes,20231189_No_No_Yes
20232156,No,No,No,20232156_No_No_No
20233100,No,No,No,20233100_No_No_No
20231103,No,No,No,20231103_No_No_No
20232192,No,No,Yes,20232192_No_No_Yes
20233056,No,No,No,20233056_No_No_No
20231091,No,No,Yes,20231091_No_No_Yes
20232211,No,No,No,20232211_No_No_No
20231104,No,No,No,20231104_No_No_No
20231155,No,No,No,20231155_No_No_No
20232098,No,No,Yes,20232098_No_No_Yes
20232128,No,No,Yes,20232128_No_No_Yes
20233085,No,No,No,20233085_No_No_No
20234027,No,No,No,20234027_No_No_No
20232061,No,No,Yes,20232061_No_No_Yes
20234033,No,No,No,20234033_No_No_No
20232044,No,No,No,20232044_No_No_No
20232250,No,No,No,20232250_No_No_No
20233231,No,No,No,20233231_No_No_No
20231020,No,No,No,20231020_No_No_No
20231115,No,No,No,20231115_No_No_No
20231038,No,No,No,20231038_No_No_No
20231108,No,No,No,20231108_No_No_No
20231281,No,No,No,20231281_No_No_No
20233078,No,No,No,20233078_No_No_No
20231261,No,No,No,20231261_No_No_No
20233258,No,No,No,20233258_No_No_No
20236009,No,No,No,20236009_No_No_No
20232237,No,No,No,20232237_No_No_No
20232188,No,No,No,20232188_No_No_No
20233165,No,No,No,20233165_No_No_No
20231098,No,No,No,20231098_No_No_No
20234029,No,No,No,20234029_No_No_No
20231102,No,No,No,20231102_No_No_No
20231198,No,No,No,20231198_No_No_No
20231129,No,No,No,20231129_No_No_No
20231231,No,No,No,20231231_No_No_No
20233120,No,No,No,20233120_No_No_No
20232196,No,No,No,20232196_No_No_No
20234053,No,No,No,20234053_No_No_No
20232240,No,No,No,20232240_No_No_No
20231095,No,No,No,20231095_No_No_No
20232119,No,No,No,20232119_No_No_No
20232243,No,No,No,20232243_No_No_No
20234042,No,No,No,20234042_No_No_No
20232067,No,No,No,20232067_No_No_No
20234079,No,No,No,20234079_No_No_No
20231023,No,No,No,20231023_No_No_No
20233221,No,No,No,20233221_No_No_No
20233081,No,No,No,20233081_No_No_No
20231076,No,No,No,20231076_No_No_No
20232045,No,No,No,20232045_No_No_No
20236006,No,No,No,20236006_No_No_No
20234061,No,No,No,20234061_No_No_No
20232201,No,No,No,20232201_No_No_No
20236025,No,No,No,20236025_No_No_No
20233189,No,No,No,20233189_No_No_No
20233111,No,No,No,20233111_No_No_No
20232097,No,No,No,20232097_No_No_No
20233036,No,No,No,20233036_No_No_No
20231250,No,No,No,20231250_No_No_No
20233228,No,No,No,20233228_No_No_No
20234084,No,No,No,20234084_No_No_No
20232009,No,No,No,20232009_No_No_No
20231145,No,No,No,20231145_No_No_No
20231056,No,Yes,No,20231056_No_Yes_No
20232115,No,Yes,No,20232115_No_Yes_No
20233012,No,No,No,20233012_No_No_No
20232018,No,No,No,20232018_No_No_No
20233200,No,No,No,20233200_No_No_No
20233110,No,No,No,20233110_No_No_No
20233154,No,No,No,20233154_No_No_No
20231223,No,No,No,20231223_No_No_No
20234067,No,No,No,20234067_No_No_No
20231182,No,No,No,20231182_No_No_No
20238004,No,No,No,20238004_No_No_No
20231173,No,No,No,20231173_No_No_No
20233155,No,No,No,20233155_No_No_No
20233161,No,No,No,20233161_No_No_No
20234020,No,No,No,20234020_No_No_No
20231052,No,No,No,20231052_No_No_No
20231296,No,No,No,20231296_No_No_No
20231143,No,No,No,20231143_No_No_No
20234021,No,No,No,20234021_No_No_No
20231302,No,No,No,20231302_No_No_No
20231285,No,Yes,No,20231285_No_Yes_No
20231178,No,No,No,20231178_No_No_No
20234031,No,No,No,20234031_No_No_No
20237013,No,No,No,20237013_No_No_No
20233136,No,No,No,20233136_No_No_No
20233051,No,No,No,20233051_No_No_No
20231229,No,No,No,20231229_No_No_No
20233176,No,Yes,No,20233176_No_Yes_No
20234068,No,No,No,20234068_No_No_No
20231044,Yes,No,No,20231044_Yes_No_No
20231190,No,No,No,20231190_No_No_No
20236012,No,No,No,20236012_No_No_No
20233205,No,No,No,20233205_No_No_No
20233074,No,No,No,20233074_No_No_No
20233050,No,No,No,20233050_No_No_No
20231045,No,No,No,20231045_No_No_No
20231205,No,No,No,20231205_No_No_No
20234025,No,No,No,20234025_No_No_No
20231119,No,No,No,20231119_No_No_No
20231272,No,No,No,20231272_No_No_No
20233139,No,No,No,20233139_No_No_No
20233043,No,No,No,20233043_No_No_No
20231256,No,No,No,20231256_No_No_No
20234018,No,No,No,20234018_No_No_No
20231278,No,No,No,20231278_No_No_No
20233008,No,No,No,20233008_No_No_No
20234063,No,No,No,20234063_No_No_No
20233069,No,No,No,20233069_No_No_No
20234017,No,No,No,20234017_No_No_No
20231029,No,No,No,20231029_No_No_No
20231111,No,No,Yes,20231111_No_No_Yes
20234034,No,No,No,20234034_No_No_No
20231160,No,No,No,20231160_No_No_No
20233224,No,No,No,20233224_No_No_No
20231139,No,No,No,20231139_No_No_No
20231303,No,Yes,No,20231303_No_Yes_No
20231283,No,No,Yes,20231283_No_No_Yes
20231141,No,No,No,20231141_No_No_No
20231206,No,No,Yes,20231206_No_No_Yes
20233017,No,No,No,20233017_No_No_No
20231175,No,No,No,20231175_No_No_No
20233073,Yes,No,No,20233073_Yes_No_No
20233114,No,No,No,20233114_No_No_No
20231064,No,No,No,20231064_No_No_No
20233032,No,No,No,20233032_No_No_No
20233063,No,No,No,20233063_No_No_No
20231271,No,No,No,20231271_No_No_No
20234094,No,No,No,20234094_No_No_No
20231152,No,Yes,No,20231152_No_Yes_No
20231068,No,No,Yes,20231068_No_No_Yes
20233020,No,No,No,20233020_No_No_No
20233134,No,No,No,20233134_No_No_No
20233198,No,No,No,20233198_No_No_No
20231252,No,No,No,20231252_No_No_No
20231227,No,No,No,20231227_No_No_No
20231292,No,Yes,No,20231292_No_Yes_No
20232065,No,No,No,20232065_No_No_No
20232171,No,No,No,20232171_No_No_No
20232063,No,No,No,20232063_No_No_No
20232074,No,No,Yes,20232074_No_No_Yes
20231288,No,No,No,20231288_No_No_No
20232170,No,No,No,20232170_No_No_No
20231133,No,No,No,20231133_No_No_No
20231249,No,No,No,20231249_No_No_No
20231171,No,No,No,20231171_No_No_No
20233196,No,No,No,20233196_No_No_No
20233245,No,No,No,20233245_No_No_No
20231025,No,No,No,20231025_No_No_No
20231244,No,No,No,20231244_No_No_No
20232118,No,No,No,20232118_No_No_No
20231128,No,No,No,20231128_No_No_No
20232048,No,No,No,20232048_No_No_No
20236004,No,No,No,20236004_No_No_No
20232204,No,No,No,20232204_No_No_No
20231251,No,No,No,20231251_No_No_No
20231263,No,No,No,20231263_No_No_No
20231078,No,No,No,20231078_No_No_No
20233251,No,No,No,20233251_No_No_No
20234077,No,No,No,20234077_No_No_No
20236003,No,No,No,20236003_No_No_No
20233246,No,No,No,20233246_No_No_No
20232248,No,No,No,20232248_No_No_No
20237008,No,No,No,20237008_No_No_No
20232026,No,No,No,20232026_No_No_No
20233170,No,No,No,20233170_No_No_No
20233210,No,No,No,20233210_No_No_No
20233076,No,No,No,20233076_No_No_No
20233131,No,No,No,20233131_No_No_No
20233133,No,No,No,20233133_No_No_No
20232124,No,No,No,20232124_No_No_No
20232136,No,No,No,20232136_No_No_No
20233183,No,No,No,20233183_No_No_No
20232022,No,No,No,20232022_No_No_No
20231168,No,No,No,20231168_No_No_No
20232217,No,No,No,20232217_No_No_No
20236016,No,No,No,20236016_No_No_No
20231220,No,No,No,20231220_No_No_No
20233195,Yes,No,No,20233195_Yes_No_No
20231301,No,No,No,20231301_No_No_No
20233167,No,No,No,20233167_No_No_No
20233021,No,No,No,20233021_No_No_No
20231106,No,No,No,20231106_No_No_No
20231149,No,Yes,No,20231149_No_Yes_No
20231226,No,No,No,20231226_No_No_No
20236022,No,No,No,20236022_No_No_No
20232084,No,No,No,20232084_No_No_No
20232172,No,No,No,20232172_No_No_No
20237023,No,No,No,20237023_No_No_No
20232154,No,No,No,20232154_No_No_No
20234026,No,No,No,20234026_No_No_No
20232103,No,No,No,20232103_No_No_No
20232163,No,No,No,20232163_No_No_No
20231163,No,No,No,20231163_No_No_No
20231262,No,No,No,20231262_No_No_No
20231059,No,No,No,20231059_No_No_No
20236011,No,No,No,20236011_No_No_No
20234095,No,No,No,20234095_No_No_No
20232205,No,No,No,20232205_No_No_No
20234059,No,No,No,20234059_No_No_No
20234066,No,No,No,20234066_No_No_No
20232223,No,No,No,20232223_No_No_No
20231010,No,No,No,20231010_No_No_No
20231274,No,Yes,No,20231274_No_Yes_No
20231188,No,Yes,No,20231188_No_Yes_No
20231062,No,No,No,20231062_No_No_No
20233191,No,No,No,20233191_No_No_No
20234087,No,No,No,20234087_No_No_No
20232150,No,No,No,20232150_No_No_No
20233144,No,No,No,20233144_No_No_No
20233208,No,No,No,20233208_No_No_No
20233212,No,No,No,20233212_No_No_No
20234032,No,No,No,20234032_No_No_No
20232125,No,No,No,20232125_No_No_No
20231234,No,Yes,No,20231234_No_Yes_No
20233121,No,No,No,20233121_No_No_No
20232081,No,No,No,20232081_No_No_No
20233098,No,No,No,20233098_No_No_No
20233070,No,Yes,No,20233070_No_Yes_No
20233040,No,No,No,20233040_No_No_No
20236027,No,No,No,20236027_No_No_No
20232239,No,No,No,20232239_No_No_No
20231245,Yes,No,No,20231245_Yes_No_No
20231097,No,No,No,20231097_No_No_No
20232152,No,No,No,20232152_No_No_No
20231022,No,No,No,20231022_No_No_No
20231117,No,No,No,20231117_No_No_No
20231164,No,No,No,20231164_No_No_No
20231019,No,No,No,20231019_No_No_No
20233175,No,No,No,20233175_No_No_No
20233015,No,No,No,20233015_No_No_No
20231043,No,No,No,20231043_No_No_No
20234057,No,No,No,20234057_No_No_No
20234105,No,No,No,20234105_No_No_No
20233214,No,No,No,20233214_No_No_No
20234035,No,No,No,20234035_No_No_No
20231067,No,No,Yes,20231067_No_No_Yes
20231085,No,No,No,20231085_No_No_No
20231026,No,No,No,20231026_No_No_No
20233263,No,No,No,20233263_No_No_No
20237021,No,No,No,20237021_No_No_No
20231214,No,No,No,20231214_No_No_No
20232181,No,No,No,20232181_No_No_No
20231086,No,No,No,20231086_No_No_No
20232076,No,No,No,20232076_No_No_No
20233053,No,No,No,20233053_No_No_No
20233250,No,No,No,20233250_No_No_No
20233118,No,No,No,20233118_No_No_No
20231011,No,Yes,No,20231011_No_Yes_No
20232135,No,No,No,20232135_No_No_No
20233035,No,No,No,20233035_No_No_No
20237006,No,No,No,20237006_No_No_No
20233058,No,No,No,20233058_No_No_No
20233264,No,No,No,20233264_No_No_No
20232005,No,No,No,20232005_No_No_No
20234005,No,No,No,20234005_No_No_No
20231012,No,No,No,20231012_No_No_No
20231158,No,No,No,20231158_No_No_No
20231248,No,No,No,20231248_No_No_No
20234006,No,No,No,20234006_No_No_No
20233204,No,No,No,20233204_No_No_No
20233027,No,No,No,20233027_No_No_No
20232146,No,No,No,20232146_No_No_No
20233162,No,No,No,20233162_No_No_No
20232182,No,No,No,20232182_No_No_No
20232042,No,No,No,20232042_No_No_No
20231165,No,No,No,20231165_No_No_No
20233143,No,No,Yes,20233143_No_No_Yes
20231297,No,No,No,20231297_No_No_No
20232023,No,No,No,20232023_No_No_No
20233153,No,No,No,20233153_No_No_No
20232094,No,No,No,20232094_No_No_No
20231074,No,No,No,20231074_No_No_No
20233059,No,No,No,20233059_No_No_No
20233014,No,No,Yes,20233014_No_No_Yes
20232051,No,No,No,20232051_No_No_No
20231195,No,No,No,20231195_No_No_No
20231005,No,No,No,20231005_No_No_No
20232252,No,No,No,20232252_No_No_No
20234109,No,No,Yes,20234109_No_No_Yes
20231136,No,No,No,20231136_No_No_No
20234052,No,No,No,20234052_No_No_No
20234056,No,No,No,20234056_No_No_No
20232033,No,No,No,20232033_No_No_No
20232116,No,No,No,20232116_No_No_No
20232189,No,No,No,20232189_No_No_No
20233169,No,No,No,20233169_No_No_No
20232245,No,No,No,20232245_No_No_No
20231255,No,Yes,No,20231255_No_Yes_No
20231057,No,No,No,20231057_No_No_No
20233229,No,Yes,No,20233229_No_Yes_No
20231238,No,No,No,20231238_No_No_No
20234062,No,No,No,20234062_No_No_No
20234048,No,No,No,20234048_No_No_No
20232214,No,No,No,20232214_No_No_No
20231150,No,No,No,20231150_No_No_No
20233093,No,No,No,20233093_No_No_No
20231109,No,No,No,20231109_No_No_No
20233247,No,No,Yes,20233247_No_No_Yes
20232224,No,No,No,20232224_No_No_No
20232069,No,No,No,20232069_No_No_No
20232004,No,No,No,20232004_No_No_No
20233066,No,No,No,20233066_No_No_No
20231101,No,No,Yes,20231101_No_No_Yes
20232190,No,No,No,20232190_No_No_No
20233001,No,No,Yes,20233001_No_No_Yes
20232025,No,No,No,20232025_No_No_No
20231289,No,No,Yes,20231289_No_No_Yes
20233045,No,No,No,20233045_No_No_No
20231036,No,No,No,20231036_No_No_No
20233223,No,No,No,20233223_No_No_No
20231264,No,No,No,20231264_No_No_No
20233249,No,Yes,No,20233249_No_Yes_No
20232256,No,No,No,20232256_No_No_No
20231035,No,No,No,20231035_No_No_No
20231159,No,No,No,20231159_No_No_No
20232215,No,No,No,20232215_No_No_No
20232031,No,No,No,20232031_No_No_No
20231242,No,No,No,20231242_No_No_No
20231046,No,No,No,20231046_No_No_No
20231087,No,Yes,No,20231087_No_Yes_No
20236007,No,No,No,20236007_No_No_No
20231070,No,No,No,20231070_No_No_No
20231201,No,Yes,No,20231201_No_Yes_No
20233234,No,No,No,20233234_No_No_No
20233209,No,No,No,20233209_No_No_No
20233094,No,No,No,20233094_No_No_No
